block,reserve USDT,reserve USDC,price,volume for slippage 5%
10810138,1,1,0.9341127656062109,1.086029052734375
10859793,2.179015,2.17901,0.994304145712503,2.12396240234375
10868622,49441.265665,56765.080715,1.0015294392671787,54466
10869196,158130.335166,141552.531371,0.9988227188300364,133804
10870008,200876.478006,204190.151907,1.000170525876371,195320
10872633,202548.106721,186584.05464,0.9992018034507126,178360
10873753,169880.080669,115546.883572,0.995635211405957,105724
10874520,195213.668481,183588.270145,0.9993894921187109,175384
10874879,717908.060388,705607.960747,0.9998285843146199,676448
10875232,1145249.218716,1074147.481686,0.9993571379902898,1025120
10875575,1650626.77305,1434894.545868,0.9985922120303555,1361088
10875895,1714123.674002,1514791.54963,0.998746783688991,1437504
10876132,3154139.12454,2446611.844912,0.9973896867137992,2293440
10876207,3763723.892599,3410967.273725,0.9990433417641871,3256704
10876293,5206257.407887,5383199.683416,1.0003298084035617,5181696
10876404,5902123.432322,5688583.648744,0.9996316291959166,5441792
10876507,7171975.0361,7237832.061538,1.0000921999277765,6940928
10876584,7636983.774169,7189308.078278,0.9993835211618812,6851328
10876759,9175196.52856,8602567.719328,0.9993317241854185,8182528
10877242,19344213.083301,18531664.988545,0.9995541263913008,17652224
10877389,23626902.378026,23084408.667681,0.9997609037117959,22043648
10877747,26651348.510628,24984678.878594,0.9993400602538799,23798784
10878129,28964894.015583,25819958.997861,0.9988030163086816,24450048
10878951,29020076.458915,28648150.380353,0.9998665050761153,27362304
10879418,37691828.357916,36249345.900405,0.9995928742023806,34526208
10879861,37299748.934002,35174931.326204,0.999379290099717,33403904
10880052,36502873.258548,33776338.109117,0.9992020751940013,32121856
10880247,37074240.268175,33386862.20613,0.9989711975838635,31828992
10880617,37707766.693734,33334439.497144,0.9987898870663114,31736832
10881145,40084540.109863,38062390.323342,0.999487226262232,36402176
10881723,40626889.504358,38174858.953846,0.9993748467747897,36432896
10882135,41326744.029224,36531171.909616,0.9987412904812916,34642944
10882434,41303004.371402,37090612.312158,0.9988999449781386,35210240
10882712,41826662.720715,37147946.772205,0.9987781394177577,35208192
10882963,41930490.840557,37200993.813181,0.9987552443396148,35218432
10883250,41864170.131481,37569256.955803,0.998880940305287,35621888
10883484,42195893.270275,37399175.743147,0.9987616172129695,35453952
10883761,43164609.833643,38183545.460911,0.9987318006378558,36162560
10884216,43191872.720644,38472711.040332,0.9987992166736059,36443136
10884410,44042838.804381,39550638.42335,0.9988720170790104,37448704
10884571,44376493.377384,39617309.381489,0.9988078283675624,37485568
10885008,44888162.913503,39918234.707165,0.9987469769488,37692416
10885359,47401291.17318,40871047.64001,0.9983720275025868,38374400
10885653,47447736.983864,41268672.526365,0.9984691605125723,38779904
10886041,44739919.124808,39089721.48292,0.9985202084753241,36750336
10886264,44719453.942584,38974761.310499,0.9985068833410244,36672512
10886555,44591313.458589,38998129.605945,0.9985674042017059,36768768
10886673,55393291.457809,46227979.776299,0.9980242392233484,43309056
10886935,54528383.908044,46546197.649554,0.9983034521165562,43784192
10887402,52599686.798563,47784692.913075,0.9989960655510318,45299712
10888182,51664489.736075,47372830.811571,0.9991104942267326,45029376
10888686,51109385.742736,47487532.012284,0.9992515420561907,45217792
10889068,51360229.308828,47856913.838313,0.9992771818705273,45557760
10889220,67119217.454405,61226207.879598,0.9990378273624816,58054656
10889362,68191689.183962,61550740.218828,0.998927726943213,58312704
10889568,67380750.590173,63068875.455756,0.9993165828868832,60000256
10889695,68604484.624652,63186409.896003,0.999148781564539,60028928
10889928,69241181.148867,64028939.608444,0.9991951869229184,60889088
10890090,73659858.299139,67041801.413743,0.999031889942899,63674368
10890228,67904239.460646,60491580.690393,0.9988053215959626,57325568
10890365,68472774.889629,59933955.071223,0.9986323800196275,56756224
10890465,68482438.585236,61829757.621158,0.9989583456257077,58738688
10890566,72278244.698595,67094050.058238,0.999236007044741,63834112
10890679,90278721.835912,84653269.030907,0.9993259247305675,80435200
10890940,89119465.787366,84391503.173988,0.999443473366808,80455680
10891115,89430988.5293,83478034.873614,0.9993078484914727,79624192
10891406,88373087.418691,78393125.346286,0.9988508932988698,74823680
10891519,87655818.137229,79487019.354819,0.9990641090037288,76011520
10891849,94888093.774749,82472647.119911,0.9986448376583009,78538752
10892022,97569129.180189,84266229.119404,0.9985743790396888,80156672
10892266,95746939.569371,83990345.423148,0.9987289112881115,80009216
10892397,95506633.82985,84065668.978595,0.9987655697006065,80123904
10892624,94215891.274228,84123782.519749,0.9989121332005091,80324608
10893087,94449634.914676,86201194.24826,0.9991125192686668,82350080
10893326,95876642.55492,86016436.014679,0.998949082617171,82096128
10893570,97800229.940452,84729861.439577,0.9986002504171325,80590848
10893684,95332162.268149,83715157.301981,0.9987587559726941,79874048
10894013,94515920.58288,86223888.845165,0.9991223220679453,82497536
10894433,94504993.493887,85743814.620474,0.9990732020829253,82030592
10894533,93295354.202514,83810048.789111,0.9989906046846302,80214016
10894693,92516847.039443,83109468.72747,0.9989766283870578,79439872
10894803,91856377.154513,83595801.764355,0.9991022514334181,79992832
10895111,91428648.218772,83736829.388701,0.999164843300475,80185344
10895313,95108366.284891,90073045.288306,0.9994833969691772,86470656
10895479,95374330.221919,90012710.387706,0.9994503371831892,86388736
10895722,95316153.965176,90069161.986443,0.9994621816422978,86446080
10895943,95393431.791603,90673504.804122,0.9995167999959294,87044096
10896083,103326418.704516,90431770.497983,0.998730842582191,86290432
10896290,102306553.847026,90700609.623521,0.9988585344145732,86667264
10896707,104417800.192793,92916825.292464,0.998889711590731,88772608
10896959,112603978.497234,93679085.054493,0.9982258416593107,88928256
10897281,112745340.727644,94867600.971306,0.9983359399581331,90140672
10897726,112129346.203543,95576942.6907,0.9984627363832626,90918912
10898174,112226386.650839,95604585.087458,0.9984564273913221,90935296
10898318,113673146.534699,95565766.422864,0.9983227435447729,90771456
10898753,112961582.806738,96326926.228394,0.998462620923539,91607040
10899049,113080279.182228,97158367.324775,0.998530276418729,92418048
10899302,112322979.425413,98120392.459608,0.9986914073829211,93458432
10899573,112299037.996542,98989479.660418,0.9987972731448137,94490624
10899871,112687899.921688,99395741.762725,0.9988019480337,94875648
10900131,111581649.424304,100499800.363127,0.999007315023193,96129024
10900459,111899850.082307,101726569.319787,0.9990937506035478,97357824
10900678,112286753.059239,101813299.111998,0.9990662244558918,97390592
10901057,112838924.563031,102331192.905941,0.999066352212772,97873920
10901268,112952958.933991,102367624.959841,0.9990598039257135,97898496
10901481,112869418.072977,102442312.460536,0.9990741830311308,97988608
10901798,110951867.178466,102590872.149777,0.999258347967664,98340864
10902025,110685509.864383,105312863.195057,0.9995252264252618,101085184
10902335,112858159.984707,105006771.030042,0.9993061550196192,100552704
10902617,112752853.973383,105304703.956836,0.9993425817088921,100864000
10902948,112807631.168808,103898179.051926,0.9992114973933435,99454976
10903326,112101460.519479,103727785.47725,0.9992570390327825,99340288
10903641,113603620.448491,101956053.952793,0.9989558514735787,97341440
10904124,116384688.175142,102814707.175022,0.9987772791984316,97832960
10904317,100195774.91432,89635125.985888,0.9989232704427561,85544960
10904711,100224172.982074,91126328.96829,0.9990839839145145,87109632
10905189,100169942.559107,91033502.889473,0.9990796569443828,87019520
10905517,102395656.64927,91036655.33509,0.9988641541731024,86847488
10905694,101139983.341864,91256726.535195,0.9990163099095055,87232512
10906367,101252895.086507,92117111.385749,0.9990902669575252,88068096
10906710,101028082.805669,91951681.394807,0.999096058228807,87920640
10906897,99085025.54288,92255941.572545,0.9993155243928155,88379392
10907041,101872436.985877,91290867.115117,0.9989348971670285,87093248
10907396,98311010.401452,86334442.404352,0.9987455295971456,82284544
10907888,98295423.566365,86543492.999788,0.998770258014916,82497536
10908244,98522802.092376,87040373.093142,0.9988032288082161,82997248
10908312,98530419.846982,87077508.591565,0.9988065875716026,83030016
10908728,97965360.646162,87504517.798977,0.9989132847615968,83537920
10908915,98266659.88458,87382286.981549,0.9988725001797722,83406848
10909267,98143884.652282,87226921.052992,0.9988686399478933,83267584
10909584,96347195.301431,86053385.460311,0.998915687663452,82169856
10909978,96322268.894796,86244598.411531,0.9989398046156744,82374656
10910159,101387526.527158,88854844.725672,0.998719468438602,84635648
10910420,101505868.676865,89013880.181635,0.9987268236514825,84799488
10910678,100208512.73001,90071546.505055,0.998970081490941,85995520
10910876,100021333.530296,90501564.986457,0.9990346995309337,86454272
10911017,99727473.895236,90550223.760167,0.9990698538799644,86544384
10911259,99556369.418225,90548258.19556,0.9990872052662997,86560768
10911717,101022114.768422,90620985.364445,0.9989515814315107,86519808
10912030,100278370.573396,90542589.58886,0.9990184867530791,86519808
10912454,99501884.502267,90826775.827471,0.9991242956680133,86872064
